CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
62160-13,0,1,,Pets,,2013,Actively Seeking New Employees,Milan,Italy,2,10,1,6,,1,1,,1,2
62160-58,0,1,,Pets,,,Out of Business,Lincoln,United States,2,6,2,3,,,,,,
62160-94,0,4,,Banking,,1998,Actively Seeking New Employees,Campinas,Brazil,2,19,1,9,,1,1,,2,3
62163-28,0,2,,Banking,,,,Nagoya,Japan,2,11,2,4,,,1,,,2
62163-64,0,1,,Banking,,1980,Actively Seeking New Employees,M������������������nne,Switzerland,1,12,1,1,,1,1,,1,1
62181-28,1,5,,Toys,,2010,Actively Seeking New Employees,New York,United States,14,86,13,53,,,1,,1,3
62183-08,0,28,,Toys,,2009,Actively Seeking New Employees,San Diego,United States,11,235,11,166,,,2,,4,9
62186-50,1,11,80,Pets,14.98983168,2013,Actively Seeking New Employees,San Francisco,United States,5,52,5,25,,,,,,
62188-12,0,2,,Pets,,1999,Actively Seeking New Employees,London,United Kingdom,1,10,1,4,,,,,,
62188-93,0,1,,Pets,,,Actively Seeking New Employees,Palm Beach Gardens,United States,3,10,2,5,,1,1,,1,1
62193-79,0,0,34.43456606,Pets,0.01572965,,Actively Seeking New Employees,Bristol,United Kingdom,1,4,1,3,,1,1,,1,1
62204-68,1,12,200,Angel Group,,2014,Actively Seeking New Employees,Tel Aviv,Israel,34,118,19,56,1,4,6,1,5,9
62208-10,0,0,,Other,,,,,,1,2,1,1,,,,,,
62213-23,0,0,,Banking,,,,,,1,4,1,3,,,,,,
62226-64,10,0,2130,Pharma,97.4102592,1999,Actively Seeking New Employees,Norwalk,United States,5,20,5,7,,3,4,,3,5
62226-82,2,5,100,Family Office,0.89458285,2004,Actively Seeking New Employees,Chicago,United States,5,34,4,20,,1,1,,1,1
62231-95,0,0,80,Pets,7.27974633,2013,Actively Seeking New Employees,Des Moines,United States,9,28,6,20,,1,2,,5,9
62235-46,0,2,,Banking,,1923,Actively Seeking New Employees,Sacramento,United States,1,7,1,3,,,,,,
62241-13,0,1,,Furniture,,2013,Actively Seeking New Employees,New York,United States,5,37,5,21,,,,,1,1
62241-40,0,2,33,Pets,7.425,2011,Actively Seeking New Employees,Richmond,United States,7,26,7,16,,,2,,,2
62247-07,3,8,,Pets,,,Actively Seeking New Employees,Saratoga,United States,6,28,6,14,,,,,,
62255-71,1,15,300,Growth/Expansion,35.812,2004,Actively Seeking New Employees,Richmond,United States,10,94,9,20,,3,3,,3,3
62258-68,0,1,26.17027021,Pets,,2013,Actively Seeking New Employees,London,United Kingdom,2,27,2,13,,,,,,
62260-21,1,1,,Banking,,1910,Acquired/Merged (Operating Subsidiary),Tokyo,Japan,1,16,1,3,,,1,,,1
62267-95,0,5,,Banking,,1938,Actively Seeking New Employees,Solna,Sweden,1,17,1,3,,,,,,
62276-41,4,35,140,Pets,,2014,Actively Seeking New Employees,Los Angeles,United States,4,131,4,62,,,,,,
62277-40,0,1,,Banking,,1998,Actively Seeking New Employees,Nicosia,Cyprus,1,11,1,3,,,,,,
62279-47,0,3,,Pets,,,Actively Seeking New Employees,New York,United States,8,18,7,11,,,,,,
62283-07,0,2,100,VC-Backed Company,,2011,,Singapore,Singapore,3,19,3,10,,,1,,2,4
62283-25,0,2,,Pets,,2013,Actively Seeking New Employees,Milwaukee,United States,1,24,1,14,,,,,,
62283-79,0,5,57.3,Pets,20.20335822,2000,Actively Seeking New Employees,Chennai,India,3,23,3,16,,,1,1,1,2
62284-33,0,3,,Banking,,1994,Actively Seeking New Employees,Minneapolis,United States,5,14,4,8,,,3,,1,4
62299-09,0,4,,Pets,,2012,Actively Seeking New Employees,New York,United States,32,67,32,55,,,,,,
62320-15,0,10,69.3,Pets,29.567815,2013,Actively Seeking New Employees,San Francisco,United States,14,49,10,20,,2,2,,3,3
62325-19,0,1,,Banking,,2001,Actively Seeking New Employees,Neuch���������������,Switzerland,2,11,1,2,,,1,,1,3
62333-65,0,3,,Banking,,1869,Actively Seeking New Employees,Bielefeld,Germany,1,6,1,2,,,,,,
62347-24,0,3,,Banking,,1953,Acquired/Merged (Operating Subsidiary),Raritan,United States,1,11,1,4,,,,,1,1
62349-85,0,10,160,Pets,28.19003584,2015,Actively Seeking New Employees,Palo Alto,United States,13,61,10,30,,3,3,,5,6
62350-30,0,7,15,Pets,0,2014,Actively Seeking New Employees,Northville,United States,26,101,13,35,,1,4,,3,11
62352-46,0,2,,Banking,,2008,,Xiamen,China,2,26,1,17,,,,,1,1
62370-19,1,3,,Alcohol,,2001,Actively Seeking New Employees,Helsinki,Finland,1,23,1,9,,,,,,1
62389-27,0,4,,Pets,,2012,Actively Seeking New Employees,Mexico City,Mexico,6,33,6,14,,,,,,
62394-04,0,1,,Banking,,1994,,Seoul,South Korea,6,26,6,21,,,,,,
62404-21,0,1,,Pets,,,Actively Seeking New Employees,Boston,United States,1,7,1,2,,,,,,
62413-84,0,2,,Pets,,2012,Actively Seeking New Employees,Sao Paulo,Brazil,1,9,1,4,,,1,,,2
62419-24,0,0,2000,Real Estate,42.30844,2010,Actively Seeking New Employees,Mumbai,India,1,5,1,4,,,1,,,1
62420-05,1,7,119,Pets,66.363875,2014,Actively Seeking New Employees,Austin,United States,21,59,12,27,,2,4,,3,8
62420-14,0,6,,Pets,0.15060889,2013,Actively Seeking New Employees,Moscow,Russia,18,60,11,36,,1,3,,1,3
62421-58,0,5,,Pets,,2014,Actively Seeking New Employees,Miami,United States,6,41,4,17,,,2,,,4
62424-64,0,3,,Toys,,2009,Actively Seeking New Employees,Campbell,United States,1,11,1,5,,,,,,1
62428-42,0,3,,Pets,,1999,Actively Seeking New Employees,Gurgaon,India,3,18,2,8,,,2,,2,7
62464-60,0,1,,Pets,,2004,Actively Seeking New Employees,Saratoga,United States,1,5,1,2,,,,,1,1
62470-90,0,2,,Banking,,,,,,1,3,1,1,,,,,,
62478-19,0,1,,Banking,,1943,,Aichi,Japan,2,5,1,3,,,,,,
62498-80,1,1,,Pets,,2009,Actively Seeking New Employees,Toronto,Canada,4,23,4,17,,,,,,1
62504-29,0,1,,Holding Company,,1968,Actively Seeking New Employees,Salt Lake City,United States,1,3,1,2,,,,,,
62504-92,0,0,5400,Food,145.3568,1994,Actively Seeking New Employees,New York,United States,1,5,1,2,1,1,1,1,1,1
62512-93,0,1,,Banking,,,,Tokyo,Japan,1,10,1,3,,1,1,,2,3
62513-92,1,13,,Office,,2014,Actively Seeking New Employees,Beverly Hills,United States,14,49,13,24,,,,,,
62518-69,0,2,,Pets,,2013,Actively Seeking New Employees,San Francisco,United States,8,23,8,16,,1,1,,1,1
62527-69,3,9,,Pets,,,Actively Seeking New Employees,Arlington,United States,7,79,7,53,,,,,,
62533-00,0,1,,VC-Backed Company,,2009,Actively Seeking New Employees,Vienna,United States,1,19,1,17,,1,1,,1,2
62543-62,0,1,20,Pets,16.92617183,2013,Actively Seeking New Employees,San Francisco,United States,25,38,20,30,,5,10,,6,14
62544-07,7,11,30.93212409,Office,3,2006,Actively Seeking New Employees,Beijing,China,3,126,1,80,,,,1,4,9
62553-16,1,1,60000,Banking,,,,Tokyo,Japan,8,17,8,13,,1,2,,2,3
62565-04,0,0,,Office,,2011,Actively Seeking New Employees,������cully,France,7,24,7,15,,,4,,,4
62568-01,0,0,,Banking,,1990,,Seongnam,South Korea,1,8,1,2,,,,,,
62571-52,0,10,,Toys,,2010,Actively Seeking New Employees,Singapore,Singapore,1,42,1,15,,,,,,
62577-19,0,2,200,Pets,,2014,Actively Seeking New Employees,Jakarta,Indonesia,22,46,13,20,,3,5,,5,8
62582-86,0,1,211.5661561,Banking,,2000,Actively Seeking New Employees,Luxembourg,Luxembourg,1,11,1,6,,1,1,,2,4
62584-57,13,4,,Office,,2001,Actively Seeking New Employees,Shanghai,China,2,152,2,105,,2,2,,10,19
62586-10,0,0,,VC-Backed Company,,2013,,Tallinn,Estonia,1,3,1,2,,,,,1,1
62590-15,0,0,1814.586371,Food,,2006,Actively Seeking New Employees,Munich,Germany,6,19,5,13,,1,1,,3,3
62596-36,0,4,,Pets,,2002,Actively Seeking New Employees,Erlangen,Germany,1,10,1,6,,1,1,,1,1
62620-93,4,3,100.0654214,Office,10.50000106,2016,Actively Seeking New Employees,Shenzhen,China,4,87,2,48,,,,,2,4
62623-18,3,9,,Pets,,2011,Not Making New Products,New York,United States,9,49,8,27,,,,,,
62645-77,1,1,,Pets,,2018,Actively Seeking New Employees,Los Angeles,United States,12,38,12,32,,,1,,2,3
62658-10,0,0,,Angel Group,,2013,Actively Seeking New Employees,Oklahoma City,United States,1,8,1,7,,,,,,1
62686-63,0,2,,Gardening,,1983,Acquired/Merged (Operating Subsidiary),Chelmsford,United Kingdom,1,7,1,3,,,,,,
62689-24,0,1,1000,Family Office,,2011,Actively Seeking New Employees,Beverly Hills,United States,1,2,1,1,,,,,,
62707-51,0,10,112.9453767,Pets,,2013,Actively Seeking New Employees,London,United Kingdom,25,82,15,41,,3,6,,4,9
62708-59,0,4,,Growth/Expansion,,2013,Actively Seeking New Employees,Berlin,Germany,9,35,6,18,,,1,,,2
62716-78,33,18,750,Office,,1996,Actively Seeking New Employees,Pasadena,United States,27,233,21,111,,7,11,1,18,34
62717-95,0,57,,Toys,,2010,Actively Seeking New Employees,San Francisco,United States,34,266,34,180,,,,,,1
62731-09,2,3,,Angel Group,,2006,Actively Seeking New Employees,New Farm,Australia,4,67,4,56,,,,,,
62736-94,1,6,,Banking,,1838,Actively Seeking New Employees,The Hague,Netherlands,2,17,1,6,,1,1,,1,2
62741-44,1,0,,Sport,,,,Ottawa,Canada,2,12,2,11,,,,,,1
62750-80,0,0,,Banking,,1994,Acquired/Merged (Operating Subsidiary),San Ramon,United States,1,5,1,3,,,,,,
62751-79,0,1,1249.859119,Banking,,1942,Actively Seeking New Employees,Topeka,United States,4,6,3,4,,,1,,,1
62764-66,0,0,,Lender/Debt Provider,,,,,,2,20,2,16,,,1,,1,2
62765-74,1,2,270,Pets,,,Actively Seeking New Employees,Kagoshima,China,9,126,4,74,,1,3,1,9,19
62766-01,1,0,,Limited Partner,,,,Jerusalem,Israel,1,3,1,3,,,,,,
62767-90,1,2,400,Pets,,2014,Actively Seeking New Employees,Mumbai,India,18,45,12,18,,4,6,,4,6
62776-99,0,1,846.8069732,Growth/Expansion,,2013,Actively Seeking New Employees,London,United Kingdom,7,19,4,10,,2,3,,4,5
62779-96,0,2,,Banking,,2010,Actively Seeking New Employees,Beijing,China,2,38,2,27,,,,,,
62785-54,0,0,3300,Food,105.4406813,2002,Actively Seeking New Employees,Menlo Park,United States,1,3,1,2,,,,,,
62786-17,0,1,,Banking,,2014,Actively Seeking New Employees,Wilmington,United States,1,10,1,2,,,1,,,1
62795-62,0,2,,Electronics,,,,Tel Aviv,Israel,1,3,1,1,,,,,,
62801-20,0,2,,Other,,,,,,1,10,1,3,,,,,,
62803-99,0,6,208.6,Pets,143.7674819,2013,Actively Seeking New Employees,New York,United States,18,62,12,36,,1,3,,3,9
62804-08,0,5,,Angel Group,,2012,Actively Seeking New Employees,New York,United States,7,60,7,46,,1,1,,3,3
62804-80,4,6,,Toys,,,,Wellington,New Zealand,10,124,9,78,,,3,,5,12
62821-90,0,0,,Other,,,Acquired/Merged (Operating Subsidiary),Nagu,Finland,2,4,2,3,,1,1,,1,1
62843-50,0,1,,Banking,,1948,,Fukuoka,Japan,1,6,1,3,,,,,,
62843-86,0,1,,Angel Group,,,,,,1,3,1,2,,,,,,
62857-81,0,0,156.9682935,Pets,,2012,Actively Seeking New Employees,Toronto,Canada,10,33,8,17,,4,6,,4,6
62867-44,0,4,,Pets,,2002,Actively Seeking New Employees,Rishon LeZion,Israel,7,25,7,18,,,,,,
62870-05,0,0,,Banking,,,,Rio de Janeiro,Brazil,1,6,1,1,,,,,,
62881-93,0,42,62.39489665,Pets,0,2007,Actively Seeking New Employees,Toronto,Canada,31,253,20,141,,5,6,,14,25
62927-65,1,0,,Banking,,1882,Actively Seeking New Employees,Gig Harbor,United States,2,9,2,3,,1,1,,2,2
62933-23,0,8,1373037.021,Banking,,2009,Actively Seeking New Employees,Paris,France,1,20,1,8,,,1,,,1
62934-76,0,2,,Banking,,1976,Actively Seeking New Employees,Ismaning,Germany,3,22,2,4,,,,,2,2
62935-39,0,3,,Pets,,,Actively Seeking New Employees,Herisau,Switzerland,3,26,2,11,,1,1,,1,1
62942-95,2,4,,Pets,,2011,Actively Seeking New Employees,Fort Lauderdale,United States,3,22,2,13,,,,,,1
62946-91,0,6,,Banking,,1896,Actively Seeking New Employees,Seoul,South Korea,2,14,2,4,,,1,,,1
62947-54,0,1,,Banking,,,,Nagoya,Japan,1,14,1,2,,,,,,
62952-67,0,5,100,Office,14.98983168,2014,Actively Seeking New Employees,Long Beach,United States,4,21,4,8,,1,1,,1,1
62955-28,0,0,1200,Limited Partner,,1887,,Raleigh,United States,2,13,1,10,,,,,,1
62973-46,0,0,,Limited Partner,,1968,Actively Seeking New Employees,The Hague,Netherlands,1,7,1,6,,,,,,
62974-45,0,0,,Other,,,,,,2,9,1,7,,,1,,,1
62976-07,0,1,,Electronics,,1979,Actively Seeking New Employees,Portland,United States,4,23,3,15,,1,2,,3,4
62981-92,0,3,302.4310619,Pets,101.803728,2013,Actively Seeking New Employees,Paris,France,45,92,27,53,,3,8,,4,13
62989-03,0,1,,Banking,,,,,,1,2,1,1,,,,,,
63012-70,0,0,11800,Real Estate,112.6648501,1983,Actively Seeking New Employees,Amsterdam,Netherlands,1,9,1,6,,,,,,1
63078-04,0,2,,Banking,,1881,Actively Seeking New Employees,Bern,Switzerland,5,6,3,3,,,,,,
63080-83,0,6,,Office,,2014,Actively Seeking New Employees,Chicago,United States,12,42,9,22,,1,1,,2,2
63093-34,0,1,27.46945135,Alcohol,,2006,Actively Seeking New Employees,Montreal,Canada,1,5,1,3,,,,,,
63098-65,0,10,32.67318102,Other,,2013,Actively Seeking New Employees,Bengaluru,India,15,120,14,97,,5,9,,28,44
63116-92,0,0,,Banking,,,,Singapore,Singapore,1,2,1,1,,,1,,,1
63126-19,0,2,59799.089,Banking,,1978,Actively Seeking New Employees,Rotterdam,Netherlands,1,31,1,2,,,,,1,2
63131-59,0,1,,Holding Company,,1993,Acquired/Merged (Operating Subsidiary),Zurich,Switzerland,7,10,7,10,,1,4,,2,5
63139-69,0,2,,Pets,,2012,Actively Seeking New Employees,Hyderabad,India,2,12,2,8,,,,,,
63140-05,0,1,,Gardening,,1963,Actively Seeking New Employees,Bloomington,United States,1,3,1,2,,1,1,,2,2
63146-71,0,2,,Toys,0.01775,2014,Actively Seeking New Employees,Cedar Rapids,United States,4,46,3,27,,,,,,
63167-05,3,14,502.0355627,Office,393.53845,2007,Actively Seeking New Employees,Madrid,Spain,12,61,12,26,,,1,,,1
63171-28,0,4,24000,Pets,17.6187724,2014,Actively Seeking New Employees,Folsom,United States,13,40,11,27,,1,2,,1,3
63176-32,0,7,25,Pets,1.35,2010,Actively Seeking New Employees,Los Gatos,United States,24,112,12,67,,,3,,1,16
63178-03,9,18,,Office,,2011,Actively Seeking New Employees,Shenzhen,China,3,436,2,312,,2,2,3,87,122
63180-10,2,11,400,Office,,2009,Actively Seeking New Employees,London,United Kingdom,25,87,18,39,,3,5,,3,6
63210-79,0,0,,Pets,,2007,Actively Seeking New Employees,Guilford,United States,1,12,1,7,,,,,,
63223-39,0,3,,Pets,,2010,Actively Seeking New Employees,Graz,Austria,4,18,2,11,,,,,,1
63230-05,0,3,,Banking,,1909,,Shizuoka,Japan,1,9,1,5,,,,,,
63240-67,0,1,,Banking,,1990,Actively Seeking New Employees,Saint Petersburg,Russia,1,10,1,6,,,,,,
63241-93,20,4,15.31140143,Office,,2010,Actively Seeking New Employees,Tokyo,Japan,11,108,9,68,,,3,,4,13
63242-83,0,5,,Pets,0.35930911,2013,Actively Seeking New Employees,San Francisco,United States,52,96,33,48,,8,14,,10,18
63243-64,0,1,,Banking,,1872,Actively Seeking New Employees,Greven,Germany,1,11,1,6,,,,,1,1
63247-15,3,21,,Office,,1987,Out of Business,Toronto,Canada,1,53,1,1,,,1,,,1
63254-53,1,1,,Other,,,,,,1,8,1,6,,,,,1,2
63261-46,0,0,,Office,,2014,Actively Seeking New Employees,Boulder,United States,1,18,1,16,,,,,1,2
63266-23,0,1,52907.4654,Banking,,1941,,Matsue,Japan,1,2,1,2,,,,,,
63266-95,0,3,,Banking,,1915,Actively Seeking New Employees,Tokyo,Japan,6,27,4,8,,,1,,,5
63290-26,1,2,,Office,,1992,Actively Seeking New Employees,Shanghai,China,1,43,1,31,,,,,2,4
63320-14,0,1,,Banking,,,,Tokyo,Japan,1,3,1,1,,,,,,
63329-95,0,2,60,Pets,22.94327292,2015,Actively Seeking New Employees,Arlington,United States,9,17,8,12,,1,1,,1,2
63359-56,0,1,2344.442185,Pharma,2266.63092,2010,Actively Seeking New Employees,Central,Hong Kong,3,11,3,8,,1,2,,4,6
63361-36,10,15,425.1,Pets,419.085,2012,Actively Seeking New Employees,San Francisco,United States,18,66,16,30,,,6,,3,9
63370-00,1,2,50,Banking,50,2010,Actively Seeking New Employees,Tokyo,Japan,9,21,6,11,,1,3,,3,5
63373-33,0,2,,Pets,,2007,Actively Seeking New Employees,Beverly Hills,United States,1,15,1,8,,,,,,
63386-83,0,0,,Banking,,1969,,Johannesburg,South Africa,1,8,1,3,,,,,1,2
63395-11,1,0,2000,Alcohol,238.6285192,2013,Actively Seeking New Employees,Cambridge,United States,3,20,2,12,,,1,,,2
63405-73,0,3,25500000,Banking,,1879,,Tokyo,Japan,3,19,3,5,,,,,,
63409-96,0,3,,Banking,,1977,Actively Seeking New Employees,Munich,Germany,1,33,1,1,,,,,1,2
63413-02,0,2,,Lender/Debt Provider,4.66854225,,,Assen,Netherlands,1,25,1,18,,,,,,3
63419-77,0,9,,Banking,,2000,Actively Seeking New Employees,Geneva,Switzerland,1,20,1,8,,,,,1,1
63424-81,0,6,,Pets,,1996,Actively Seeking New Employees,Groningen,Netherlands,1,35,1,23,,1,1,,1,2
63429-58,0,1,,Lender/Debt Provider,,2002,,San Francisco,United States,1,6,1,3,,,,,,
63437-95,0,2,,Banking,,1981,Actively Seeking New Employees,Premstaetten,Austria,1,19,1,5,,,,,,1
63466-21,7,5,,Pets,,2007,Actively Seeking New Employees,Shenzhen,China,10,101,8,74,,1,2,,10,16
63470-53,0,1,,Other,,2000,Actively Seeking New Employees,Tokyo,Japan,3,6,3,5,,1,1,,1,1
63472-42,0,1,,Banking,,1919,Actively Seeking New Employees,Schwarzach,Austria,3,12,2,6,,,,,1,2
63475-66,2,3,,Sport,,,,Canberra,Australia,1,33,1,19,,,,,1,1
63481-33,2,0,,Pets,,1989,Actively Seeking New Employees,Seoul,South Korea,2,7,2,5,,,1,,,1
63485-38,0,2,,Pets,,,,Seoul,South Korea,1,11,1,8,,,,,,
63489-61,10,10,1500,Office,,2008,Actively Seeking New Employees,Beijing,China,2,181,2,103,,,1,1,15,23
63491-77,0,4,,Pets,,2003,Actively Seeking New Employees,Graz,Austria,1,20,1,14,,,,,,1
63496-54,1,1,54.43759113,Pets,9.96014892,2013,Actively Seeking New Employees,LilleVilleneuve d'Ascq,France,2,67,1,49,,,,,2,2
63501-49,0,0,404.316714,Limited Partner,,1891,,Columbus,United States,1,10,1,4,,,,,,
63507-61,0,1,,Banking,,2014,,San Francisco,United States,1,1,1,1,,,,,,
63512-65,0,0,,Furniture,,2000,Actively Seeking New Employees,Stockholm,Sweden,1,7,1,2,,,,,,
63520-48,0,0,,Pets,,,,Beijing,China,1,7,1,5,,,,,,
63542-17,1,3,,Pets,,,Actively Seeking New Employees,Beijing,China,1,80,1,53,,1,1,,6,8
63555-76,0,1,3581.19487,Pets,,,Actively Seeking New Employees,Manchester,United Kingdom,2,12,2,5,,,,,,
63569-62,0,2,,Food,,,Actively Seeking New Employees,Dublin,Ireland,2,13,2,7,,,,,,
63585-01,0,0,,Pets,10.35,2005,Actively Seeking New Employees,Nashville,United States,2,8,2,4,,,1,,,1
63587-98,0,1,,Holding Company,,1929,Actively Seeking New Employees,Tokyo,Japan,3,9,2,5,,,,,,
63588-25,0,0,,Banking,,,,Tokyo,Japan,1,7,1,1,,,,,,1
63588-97,0,1,,Pets,,,,,Japan,1,14,1,10,,,,,,
63597-16,2,36,25,Pets,4.4375,2014,Actively Seeking New Employees,New York,United States,2,108,2,40,,,,,,
63603-28,0,1,193.5558796,Office,123.8118996,2012,Actively Seeking New Employees,Lyon,France,15,37,12,25,,1,1,,2,4
63607-33,0,0,,VC-Backed Company,,2011,Actively Seeking New Employees,Amsterdam,Netherlands,2,5,1,2,,,,,,1
63607-87,1,3,,Banking,,,,,,2,13,2,3,,,1,,,1
63618-22,0,11,,Banking,,1923,Acquired/Merged,New York,United States,1,33,1,3,,,,,,
63628-21,3,0,,VC-Backed Company,,2012,,Beijing,China,2,71,2,44,,,1,,14,28
63631-36,1,0,,Banking,,,,,,1,4,1,2,,,,,,
63633-25,0,7,,Pets,116.3275,2014,Actively Seeking New Employees,New York,United States,32,87,26,61,,2,5,,7,13
63637-66,0,3,,Furniture,,2003,Actively Seeking New Employees,New York,United States,1,8,1,3,,,,,1,1
63638-83,2,11,,Pets,,2000,Actively Seeking New Employees,Toronto,Canada,26,115,26,91,,1,1,,3,3
63680-68,0,3,,Pets,,2010,Actively Seeking New Employees,Sydney,Australia,1,22,1,10,,,,,,
63684-37,1,6,,Family Office,,2007,Actively Seeking New Employees,Vienna,Austria,4,38,3,20,,,,,1,1
63689-14,0,9,,Pets,,2013,Actively Seeking New Employees,Hong Kong,Hong Kong,13,76,12,48,,,2,,4,8
63690-94,0,0,,VC-Backed Company,,2013,,San Francisco,United States,1,3,1,1,,,,,,
63700-75,0,14,,Pets,,2006,Actively Seeking New Employees,Carmel,United States,13,51,10,23,,,,,,
63711-28,0,4,,Angel Group,,2013,Actively Seeking New Employees,Nashville,United States,5,20,3,7,,,,,,
63716-95,0,2,224.4,Alcohol,28.43820054,2014,Actively Seeking New Employees,Salt Lake City,United States,1,28,1,10,,,,,3,4
63721-36,0,1,,Limited Partner,,1993,,Oslo,Norway,2,7,1,3,,,,,,
63721-63,1,1,46241.29419,Banking,10.22585059,1973,Actively Seeking New Employees,Nanterre,France,1,21,1,9,,1,1,,1,1
63736-12,0,1,4111.634,Banking,,1958,Actively Seeking New Employees,Washington,United States,3,13,3,9,,1,2,,1,3
63751-69,0,3,,Other,,2005,Acquired/Merged (Operating Subsidiary),Palo Alto,United States,5,27,5,20,,,,,1,1
63754-75,0,2,,Office,,2014,Actively Seeking New Employees,Menlo Park,United States,7,18,4,12,,1,1,,1,1
63758-80,0,1,,Other,,,,,,1,5,1,2,,,,,,
63777-97,2,3,120,Pets,,2013,Actively Seeking New Employees,Palo Alto,United States,7,33,7,23,,5,6,,6,9
63781-30,0,5,,Pets,,2013,Actively Seeking New Employees,Bryn Mawr,United States,1,33,1,14,,,,,,1
63800-11,0,3,,Gardening,,1923,Acquired/Merged,Paris,France,1,6,1,2,,,,,2,2
63823-24,0,7,10,Pets,,2013,Actively Seeking New Employees,Chicago,United States,6,61,6,42,,,,,,
63831-16,0,1,,Limited Partner,,1994,Actively Seeking New Employees,Barcelona,Spain,1,6,1,4,,,,,,
63840-61,0,1,,Pets,,2013,Actively Seeking New Employees,Toronto,Canada,1,18,1,15,,,,,,
63845-11,0,3,,Banking,,1934,Actively Seeking New Employees,Niort,France,2,16,1,6,,,,,1,1
63847-54,0,1,,Alcohol,,,Actively Seeking New Employees,Los Gatos,United States,2,7,1,2,,,,,,
63851-86,0,4,,Angel Group,,2011,Actively Seeking New Employees,Givatayim,Israel,4,35,4,27,,,,,,1
63854-47,0,2,50,Pets,8.84400069,2013,Actively Seeking New Employees,San Francisco,United States,11,24,8,14,,,4,,,4
63866-62,4,6,150,Pets,0.5199015,2015,Actively Seeking New Employees,Los Angeles,United States,21,35,19,24,,,6,,1,7
63888-58,0,2,,VC-Backed Company,,1993,Actively Seeking New Employees,Berlin,Germany,1,4,1,2,,,,,,1
63908-38,64,4,2000,Pharma,1405.721753,2013,Actively Seeking New Employees,Boston,United States,7,144,4,52,,2,3,1,32,52
63908-56,1,12,1238.6,Pets,456.1894963,2014,Actively Seeking New Employees,Santa Monica,United States,43,89,26,35,1,4,11,1,6,14
63911-80,2,1,,Pets,,2003,Actively Seeking New Employees,Rushcutters Bay,Australia,4,20,3,9,,,,,,
63930-88,0,0,,Banking,,1939,Actively Seeking New Employees,Oakland,United States,4,8,4,4,,,1,,,1
63933-31,6,4,1078.281252,Alcohol,0,2011,Actively Seeking New Employees,Singapore,Singapore,6,41,6,25,,,1,,3,5
63940-87,0,1,,Banking,,2010,Actively Seeking New Employees,Saint Andrews,United Kingdom,3,4,3,3,,,,,,
63943-21,0,6,,Angel Group,,,,,,5,51,4,30,,,,,,1
63943-39,1,8,25.6,Angel Group,20.6,,,Tauranga,New Zealand,11,144,8,64,,1,1,,3,5
63948-25,0,1,,Pets,,,Actively Seeking New Employees,Moscow,Russia,1,44,1,33,,,,,1,2
63948-52,1,19,,Toys,,2013,Actively Seeking New Employees,San Francisco,United States,1,132,1,79,,,,,,
63950-95,3,4,238.8,Growth/Expansion,83.91272069,2012,Actively Seeking New Employees,Omaha,United States,2,35,2,20,,,,,,
63957-70,0,2,138000,Limited Partner,,1917,,Stockholm,Sweden,1,7,1,6,,,,,,
63968-32,0,4,10,Pets,1.87372896,2014,Actively Seeking New Employees,Palo Alto,United States,4,38,4,25,,,,,,
63987-22,1,2,359,Growth/Expansion,5.50160313,2014,Actively Seeking New Employees,Santa Monica,United States,11,26,11,19,,1,3,1,3,5
63988-03,1,14,362.5,Office,76.91011083,2010,Actively Seeking New Employees,Madison,United States,28,89,19,34,,3,8,,3,10
63988-12,0,3,,Office,,2014,Actively Seeking New Employees,Madison,United States,1,13,1,9,,,,,,
64003-96,0,7,17,Pets,,2013,Actively Seeking New Employees,Boston,United States,9,52,6,27,,,1,,3,5
64007-56,1,3,,Pets,,2007,Acquired/Merged (Operating Subsidiary),New York,United States,5,14,3,7,,,,,,
64011-25,0,0,,Banking,,1975,Actively Seeking New Employees,Jacksonville,United States,1,4,1,1,,,,,,
64022-59,0,2,,Gardening,,1968,Acquired/Merged (Operating Subsidiary),Brussels,Belgium,1,3,1,1,,,1,,,1
64036-54,0,2,,Toys,,,Actively Seeking New Employees,Seoul,South Korea,11,81,9,61,,1,3,,1,3
64045-45,0,7,,Pets,,2012,Actively Seeking New Employees,Burlingame,United States,12,54,7,26,,,2,,2,4
64089-73,0,2,856484.7672,Banking,,2005,Actively Seeking New Employees,Paris,France,1,25,1,5,,,,,,2
64094-50,5,2,37,Pets,8.2979664,2011,Actively Seeking New Employees,San Francisco,United States,3,30,2,16,,,,,2,5
64109-80,0,1,,Banking,,1872,Actively Seeking New Employees,Dortmund,Germany,1,9,1,1,,,,,,
64110-07,0,5,,Banking,,1940,Actively Seeking New Employees,Wichita,United States,1,26,1,4,,1,1,,3,5
64133-11,0,1,10.88751823,Pets,,,Actively Seeking New Employees,Linz,Austria,1,16,1,14,,,,,1,2
64133-20,0,7,,Toys,,2013,Actively Seeking New Employees,Berlin,Germany,3,114,2,61,,,,,2,3
64168-39,0,1,,Banking,,,,,,3,3,1,1,,1,1,,1,1
64174-51,0,4,,Pets,,2010,Actively Seeking New Employees,Sydney,Australia,1,12,1,7,,,,,,
