Age,Sex,Job,Housing,Saving accounts,Checking account,Duration,Purpose,Risk,Credit amount,Recovered_Principle,Recoveries,type
41,male,2,own,NA,NA,21,radio/TV,good,6950,6950,0,CRM Data
22,male,2,own,quite rich,little,24,furniture/equipment,good,3600,3600,0,CRM Data
30,male,3,own,NA,little,39,furniture/equipment,good,35000,35000,0,CRM Data
28,male,1,own,little,little,13,business,good,19500,19500,0,CRM Data
23,female,2,rent,little,little,15,car,good,9800,9800,0,CRM Data
37,female,1,own,little,little,12,car,bad,5000,109.82,882.92,CRM Data
26,male,2,own,NA,NA,21,car,good,8000,8000,0,CRM Data
33,male,2,own,little,NA,15,car,good,12000,12000,0,CRM Data
49,female,2,own,little,little,6,furniture/equipment,good,5250,5250,0,CRM Data
23,female,1,own,little,little,18,car,bad,5025,162.66,855.89,CRM Data
23,female,1,rent,moderate,moderate,12,business,good,10150,10150,0,CRM Data
25,female,2,own,little,NA,30,radio/TV,good,2150,2150,0,CRM Data
55,male,2,free,rich,NA,12,repairs,bad,5000,354.58,822.74,CRM Data
32,female,2,rent,NA,little,24,car,bad,4500,284.56,769.75,CRM Data
74,male,0,own,little,rich,6,car,good,18750,18750,0,CRM Data
39,male,2,free,NA,rich,15,radio/TV,bad,4375,184.1,766.62,CRM Data
31,male,2,own,little,NA,24,car,good,30000,30000,0,CRM Data
35,male,2,own,little,little,12,car,bad,4000,83.9,715.69,CRM Data
59,female,2,own,NA,NA,15,car,good,25000,25000,0,CRM Data
24,female,2,rent,little,little,18,furniture/equipment,bad,4200,193.97,715.56,CRM Data
24,male,1,own,little,little,12,radio/TV,good,5000,5000,0,CRM Data
30,male,3,free,NA,NA,21,car,bad,4000,291.76,654.2,CRM Data
27,male,2,own,moderate,NA,24,car,good,4800,4800,0,CRM Data
40,male,1,own,little,moderate,12,radio/TV,good,11000,11000,0,CRM Data
31,male,1,own,little,little,30,furniture/equipment,bad,10000,708.24,652,CRM Data
31,female,2,rent,NA,NA,10,car,good,9600,9600,0,CRM Data
28,male,2,rent,little,moderate,12,furniture/equipment,good,14000,14000,0,CRM Data
63,male,1,own,little,NA,12,radio/TV,good,5300,5300,0,CRM Data
26,female,2,rent,NA,little,24,car,good,3000,3000,0,CRM Data
25,female,3,own,little,little,36,education,bad,3600,81.06,629.55,CRM Data
36,male,3,own,little,NA,21,car,good,20000,20000,0,CRM Data
52,male,2,own,moderate,NA,24,radio/TV,good,10000,9999.99,0,CRM Data
66,male,0,free,quite rich,rich,12,car,good,16100,16100,0,CRM Data
25,female,2,rent,NA,little,24,car,bad,3675,165.65,628.63,CRM Data
37,male,2,own,little,NA,36,car,good,10000,10000,0,CRM Data
25,female,2,own,little,little,18,radio/TV,good,17750,17750,0,CRM Data
38,male,3,own,rich,NA,36,car,good,13300,13300,0,CRM Data
67,female,2,own,little,moderate,18,repairs,good,6000,6000,0,CRM Data
25,male,2,own,little,moderate,39,radio/TV,bad,3600,159.17,621.99,CRM Data
60,male,2,own,rich,NA,24,car,good,5700,5700,0,CRM Data
31,male,1,own,little,moderate,12,education,good,6000,6000,0,CRM Data
23,female,1,own,moderate,moderate,12,car,bad,3600,253.28,596.56,CRM Data
60,male,3,own,NA,moderate,20,car,good,14000,14000,0,CRM Data
35,male,1,own,rich,moderate,18,business,good,20000,20000,0,CRM Data
40,male,2,own,quite rich,NA,22,radio/TV,good,15000,15000,0,CRM Data
38,male,2,own,NA,NA,48,car,good,8500,8500,0,CRM Data
50,male,2,free,little,moderate,48,education,bad,3200,150.37,542.84,CRM Data
27,male,2,own,little,little,40,education,bad,3000,176.63,527.54,CRM Data
39,female,2,own,little,moderate,21,business,bad,3000,131.84,519.7,CRM Data
41,male,3,own,NA,NA,24,car,good,6000,6000,0,CRM Data
27,male,2,own,NA,NA,6,furniture/equipment,good,15000,15000,0,CRM Data
51,male,2,free,little,rich,24,furniture/equipment,good,30000,30000,0,CRM Data
32,male,2,rent,quite rich,NA,24,furniture/equipment,good,10000,10000,0,CRM Data
22,female,2,rent,moderate,NA,9,furniture/equipment,good,35000,35000,0,CRM Data
51,male,2,free,NA,little,18,car,bad,3000,133.86,517.32,CRM Data
22,female,1,rent,little,NA,12,furniture/equipment,good,6500,6500,0,CRM Data
54,male,2,own,NA,NA,24,car,good,15000,15000,0,CRM Data
35,male,0,own,NA,moderate,9,car,good,12600,12600,0,CRM Data
54,male,2,free,little,NA,24,education,good,10575,10575,0,CRM Data
48,female,1,rent,little,moderate,18,radio/TV,good,4375,4375,0,CRM Data
24,female,2,own,little,little,20,furniture/equipment,good,2000,2000,0,CRM Data
35,male,2,own,NA,NA,12,radio/TV,good,10000,10000,0,CRM Data
24,female,0,rent,NA,moderate,12,car,good,12000,12000,0,CRM Data
24,male,2,own,little,little,36,car,bad,2500,0,467.2,CRM Data
26,male,1,own,little,moderate,6,radio/TV,good,23475,23475,0,CRM Data
65,male,2,own,NA,NA,12,radio/TV,good,13000,13000,0,CRM Data
55,male,3,free,little,moderate,42,car,good,6000,6000,0,CRM Data
26,female,0,rent,little,moderate,15,car,bad,2650,271.25,426.27,CRM Data
26,male,2,own,little,moderate,8,business,good,10000,10000,0,CRM Data
28,male,1,own,little,moderate,6,radio/TV,good,5000,5000,0,CRM Data
24,male,2,own,little,little,36,car,bad,2400,55.47,419.17,CRM Data
54,male,2,own,little,little,48,domestic appliances,bad,2100,216.32,406.34,CRM Data
46,male,2,free,little,little,48,car,bad,3925,258.31,0,CRM Data
54,female,2,rent,little,moderate,36,car,good,16000,16000,0,CRM Data
62,male,2,own,quite rich,NA,6,domestic appliances,good,6000,6000,0,CRM Data
24,female,2,rent,little,NA,6,radio/TV,good,15000,15000,0,CRM Data
43,male,3,own,little,little,36,vacation/others,good,9000,9000,0,CRM Data
26,male,2,own,little,little,18,radio/TV,bad,14800,148.79,0,CRM Data
27,male,2,own,little,NA,12,car,good,10000,10000,0,CRM Data
24,male,2,own,little,rich,12,radio/TV,good,20000,20000,0,CRM Data
41,male,2,own,little,little,36,furniture/equipment,bad,35000,0,0,CRM Data
47,male,1,own,little,little,8,car,good,13100,13100,0,CRM Data
35,male,3,own,little,NA,18,furniture/equipment,good,5000,5000,0,CRM Data
30,male,2,own,little,little,21,car,good,9050,9050,0,CRM Data
33,female,2,rent,little,little,18,car,bad,8500,722.99,0,CRM Data
36,male,2,own,little,NA,18,business,bad,4800,412.07,0,CRM Data
47,male,2,free,NA,little,36,car,bad,35000,1494.97,0,CRM Data
38,male,2,free,NA,moderate,48,business,good,18000,18000,0,CRM Data
44,male,2,own,quite rich,NA,24,business,good,16500,16500,0,CRM Data
23,female,2,rent,little,little,18,car,bad,5000,216.42,0,CRM Data
29,male,2,rent,little,little,45,business,bad,35000,1301.92,0,CRM Data
42,female,2,own,NA,moderate,24,radio/TV,good,5500,5500,0,CRM Data
25,female,1,own,little,rich,15,radio/TV,bad,20000,475.18,0,CRM Data
48,male,2,own,little,little,12,car,bad,10000,441.99,0,CRM Data
21,female,2,own,NA,NA,12,radio/TV,good,16800,16800,0,CRM Data
23,female,1,rent,little,NA,4,furniture/equipment,good,5600,5600,0,CRM Data
63,male,2,own,little,little,24,car,good,9000,9000,0,CRM Data
46,male,2,own,little,NA,24,radio/TV,good,15000,15000,0,CRM Data
29,male,2,own,little,little,36,furniture/equipment,bad,12000,117.96,0,CRM Data
28,male,1,own,little,NA,21,car,good,11000,11000,0,CRM Data
23,female,2,own,little,NA,18,repairs,bad,10200,116.27,0,CRM Data
50,male,2,own,little,NA,24,business,good,1000,1000,0,CRM Data
47,male,2,own,little,NA,18,furniture/equipment,good,8400,8400,0,CRM Data
35,male,2,own,NA,moderate,21,furniture/equipment,good,25000,25000,0,CRM Data
68,male,2,rent,NA,NA,18,car,bad,25000,1033.56,0,CRM Data
28,male,2,own,little,NA,24,car,good,25000,25000,0,CRM Data
59,male,2,own,little,little,9,radio/TV,good,6000,6000,0,CRM Data
57,male,1,own,little,little,12,radio/TV,bad,24825,533.48,0,CRM Data
33,male,2,rent,little,little,20,car,bad,8000,173.11,0,CRM Data
43,male,2,own,NA,NA,24,car,good,5900,5900,0,CRM Data
35,male,2,free,little,NA,15,radio/TV,good,15400,15400,0,CRM Data
32,male,1,free,little,little,18,car,bad,21100,883.12,0,CRM Data
45,male,2,own,little,NA,36,car,good,20000,20000,0,CRM Data
33,male,2,own,moderate,NA,24,car,good,35000,35000,0,CRM Data
40,female,2,own,NA,NA,10,education,good,35000,34999.99,0,CRM Data
28,male,2,free,little,NA,15,furniture/equipment,good,10000,10000,0,CRM Data
29,female,2,own,little,little,15,car,bad,10000,233.83,0,CRM Data
26,male,2,rent,moderate,NA,9,car,good,10000,10000,0,CRM Data
27,male,2,own,rich,NA,24,car,good,35000,35000,0,CRM Data
28,male,2,own,little,NA,18,business,bad,11200,475.56,0,CRM Data
35,female,2,own,little,little,24,radio/TV,bad,8400,187.21,0,CRM Data
32,male,1,own,rich,NA,27,furniture/equipment,good,15000,15000,0,CRM Data
25,male,1,rent,little,NA,10,furniture/equipment,bad,8000,0,0,CRM Data
20,female,2,rent,quite rich,NA,15,furniture/equipment,good,10800,10800,0,CRM Data
27,female,2,own,little,little,18,radio/TV,good,20000,20000,0,CRM Data
42,male,2,own,little,NA,12,furniture/equipment,good,12600,12600,0,CRM Data
37,male,2,own,NA,NA,36,business,good,30000,30000,0,CRM Data
24,female,2,rent,little,little,12,furniture/equipment,good,12000,12000,0,CRM Data
40,female,2,own,quite rich,NA,36,furniture/equipment,good,9000,9000,0,CRM Data
46,male,2,own,little,rich,6,car,good,2600,2600,0,CRM Data
26,male,2,own,moderate,little,24,business,good,9325,9325,0,CRM Data
24,female,2,own,NA,NA,15,domestic appliances,good,6000,6000,0,CRM Data
29,male,1,own,little,little,12,furniture/equipment,good,25000,25000,0,CRM Data
40,female,2,own,rich,moderate,11,car,good,10000,10000,0,CRM Data
36,male,3,free,little,little,18,radio/TV,good,9600,9600,0,CRM Data
28,male,2,own,little,NA,36,radio/TV,good,15725,15725,0,CRM Data
27,male,3,free,little,little,9,car,bad,14000,338.34,0,CRM Data
36,male,2,own,NA,NA,30,radio/TV,good,30000,30000,0,CRM Data
38,male,3,own,little,NA,24,car,good,12000,12000,0,CRM Data
48,male,2,free,NA,NA,24,car,good,6050,6050,0,CRM Data
36,male,2,own,NA,moderate,30,car,good,4300,4300,0,CRM Data
65,female,0,own,little,NA,18,radio/TV,good,16000,16000,0,CRM Data
43,male,2,own,little,moderate,24,furniture/equipment,bad,20000,1290.97,0,CRM Data
53,female,2,own,little,little,12,education,bad,16000,0,0,CRM Data
34,male,2,own,NA,moderate,24,business,good,20750,20750,0,CRM Data
23,male,2,own,little,moderate,48,business,bad,12025,786.28,0,CRM Data
34,male,3,own,little,NA,36,car,good,15000,15000,0,CRM Data
40,male,2,rent,NA,NA,28,car,good,10000,10000,0,CRM Data
43,male,3,own,little,little,27,business,good,8800,8800,0,CRM Data
46,male,2,own,little,NA,15,radio/TV,good,12000,12000,0,CRM Data
38,male,1,own,little,little,12,car,good,4000,4000,0,CRM Data
34,male,2,own,little,moderate,36,car,good,10000,10000,0,CRM Data
29,male,2,own,NA,NA,18,radio/TV,good,7550,7550,0,CRM Data
31,male,3,own,NA,NA,36,car,good,29750,29750,0,CRM Data
28,female,3,rent,little,little,21,radio/TV,good,28000,28000,0,CRM Data
35,female,2,own,rich,NA,12,furniture/equipment,good,20000,20000,0,CRM Data
33,female,1,rent,NA,NA,15,furniture/equipment,good,12250,12250,0,CRM Data
42,male,2,own,little,little,18,furniture/equipment,bad,12600,25,0,CRM Data
43,male,2,rent,little,little,16,car,bad,9000,444.37,0,CRM Data
25,female,1,own,little,moderate,24,furniture/equipment,bad,25000,0,26308.47,PSI Data
31,male,2,rent,little,little,24,business,bad,18000,0,21941.26,PSI Data
32,female,3,own,little,moderate,48,vacation/others,bad,14700,374.1,14746.89,PSI Data
68,male,3,own,little,little,6,car,bad,12000,0,12679.5,PSI Data
33,male,2,own,moderate,little,24,furniture/equipment,bad,12000,0,12427.85,PSI Data
39,male,3,rent,little,little,24,furniture/equipment,bad,11975,0,11319.41,PSI Data
22,female,2,rent,little,little,9,radio/TV,bad,10000,323.92,8500,PSI Data
55,male,2,own,little,little,24,furniture/equipment,bad,26050,441.17,8264.96,PSI Data
46,male,2,own,little,little,12,car,bad,34975,0,7516.32,PSI Data
39,male,2,free,little,little,48,car,bad,35000,3821.9,6569.23,PSI Data
22,female,2,own,little,moderate,9,radio/TV,bad,35000,0,6529.35,PSI Data
30,male,3,own,moderate,moderate,30,radio/TV,bad,35000,291.28,6507.09,PSI Data
28,female,1,own,little,rich,9,radio/TV,bad,35000,306.97,6459.61,PSI Data
42,male,2,free,little,moderate,60,education,bad,35000,0,6442.22,PSI Data
30,male,2,free,quite rich,little,24,furniture/equipment,bad,35000,339.24,6359.65,PSI Data
43,male,1,own,little,NA,18,furniture/equipment,bad,35000,344.06,6354.4,PSI Data
31,male,2,own,moderate,NA,24,radio/TV,bad,5000,468.74,358.5,PSI Data
24,male,2,own,little,little,36,business,bad,2000,43.91,354.72,PSI Data
28,female,2,rent,quite rich,moderate,24,car,bad,1900,118.84,328.72,PSI Data
26,female,3,own,little,NA,36,furniture/equipment,bad,5000,246.87,226.39,PSI Data
45,male,1,own,little,little,28,car,bad,3000,66.87,222.5,PSI Data
35,male,2,own,quite rich,NA,24,radio/TV,bad,1200,75.07,208.55,PSI Data
23,male,1,own,quite rich,moderate,27,radio/TV,bad,35000,2246.13,200,PSI Data
29,female,0,rent,little,little,24,car,bad,1000,0,183.55,PSI Data
36,male,2,rent,little,little,60,business,bad,1000,41.64,177.78,PSI Data
47,male,1,own,little,NA,24,car,bad,9600,8729.17,157.46,PSI Data
25,male,2,rent,moderate,moderate,15,car,bad,12000,11493.54,102.26,PSI Data
49,male,2,own,little,moderate,30,furniture/equipment,bad,24525,522.27,74.16,PSI Data
33,male,3,rent,little,NA,48,business,bad,7000,29,29,PSI Data
26,male,2,own,little,little,36,car,bad,16200,1915.77,20,PSI Data
23,male,2,free,little,little,45,radio/TV,bad,20000,0,0,PSI Data
44,male,2,own,NA,NA,20,car,good,28000,28000,0,PSI Data
42,male,2,free,NA,NA,36,car,good,11700,11700,0,PSI Data
40,male,2,rent,NA,NA,15,radio/TV,good,15000,15000,0,PSI Data
36,male,3,own,little,NA,24,radio/TV,good,30000,30000,0,PSI Data
20,male,3,rent,little,little,12,radio/TV,good,16000,16000,0,PSI Data
24,male,1,own,NA,little,21,car,good,8400,8400,0,PSI Data
27,male,2,own,NA,moderate,36,education,good,5600,5600,0,PSI Data
46,female,1,own,little,NA,15,car,good,25000,25000,0,PSI Data
33,female,1,own,NA,moderate,9,car,good,27900,27900,0,PSI Data
34,female,2,own,little,NA,36,radio/TV,good,10000,10000,0,PSI Data
25,female,2,own,NA,moderate,30,radio/TV,good,35000,35000,0,PSI Data
28,male,2,own,rich,NA,11,business,good,21600,21600,0,PSI Data
32,male,2,own,moderate,NA,10,car,good,18350,18350,0,PSI Data
28,female,2,own,little,NA,18,furniture/equipment,good,4000,4000,0,PSI Data
37,male,3,own,quite rich,NA,48,radio/TV,good,35000,35000,0,PSI Data
30,male,2,rent,little,moderate,12,car,good,9000,9000,0,PSI Data
21,female,2,rent,little,little,18,furniture/equipment,good,10000,10000,0,PSI Data
58,male,2,own,NA,NA,30,radio/TV,good,35000,35000,0,PSI Data
43,male,1,own,little,little,12,car,good,20000,20000,0,PSI Data
24,male,1,own,little,little,24,furniture/equipment,good,10000,10000,0,PSI Data
30,male,2,own,little,NA,9,car,good,7000,7000,0,PSI Data
42,male,2,own,quite rich,NA,12,radio/TV,good,18000,18000,0,PSI Data
23,female,2,own,little,little,12,radio/TV,good,11000,11000,0,PSI Data
30,male,3,rent,little,moderate,6,radio/TV,good,12000,12000,0,PSI Data
46,male,3,own,NA,NA,24,car,good,18000,18000,0,PSI Data
45,male,3,own,NA,NA,12,car,good,8000,8000,0,PSI Data
31,male,1,own,little,NA,10,car,good,6000,6000,0,PSI Data
31,male,2,own,NA,NA,24,furniture/equipment,good,21000,21000,0,PSI Data
42,male,1,own,little,NA,4,car,good,17000,17000,0,PSI Data
46,female,2,rent,little,little,15,furniture/equipment,good,7000,7000,0,PSI Data
30,female,2,own,quite rich,moderate,48,car,good,21000,21000,0,PSI Data
38,male,3,own,NA,NA,12,car,good,14000,14000,0,PSI Data
40,male,0,own,little,moderate,18,business,good,31950,31950,0,PSI Data
29,female,2,own,little,little,12,car,good,11200,11200,0,PSI Data
57,female,3,rent,rich,little,24,radio/TV,good,15875,15875,0,PSI Data
49,male,1,own,NA,rich,30,radio/TV,good,5500,5500,0,PSI Data
37,male,1,own,little,moderate,9,radio/TV,good,9800,9800,0,PSI Data
30,male,2,free,moderate,moderate,24,furniture/equipment,good,7350,7350,0,PSI Data
30,male,2,rent,little,NA,6,radio/TV,good,4000,4000,0,PSI Data
47,male,2,own,little,moderate,21,car,good,6400,6400,0,PSI Data
29,male,2,own,NA,NA,15,car,good,28000,28000,0,PSI Data
22,male,1,own,little,moderate,6,repairs,good,15000,15000,0,PSI Data
26,female,2,own,NA,moderate,30,radio/TV,good,22500,22500,0,PSI Data
54,female,3,rent,little,NA,15,radio/TV,good,9500,9500,0,PSI Data
29,male,2,rent,NA,NA,42,radio/TV,good,10000,10000,0,PSI Data
40,male,1,own,little,little,11,car,good,10000,10000,0,PSI Data
22,male,2,own,moderate,moderate,15,repairs,good,12000,12000,0,PSI Data
43,male,1,own,little,NA,24,car,good,14500,14500,0,PSI Data
33,female,2,own,little,NA,30,radio/TV,good,19000,19000,0,PSI Data
57,female,1,own,quite rich,rich,24,radio/TV,good,15000,15000,0,PSI Data
64,female,2,own,little,moderate,6,radio/TV,good,25000,25000,0,PSI Data
42,male,2,own,NA,moderate,18,business,good,9600,9600,0,PSI Data
28,female,3,own,moderate,rich,21,car,good,4000,4000,0,PSI Data
30,male,1,own,little,NA,24,furniture/equipment,good,13300,13300,0,PSI Data
25,female,2,rent,little,little,15,furniture/equipment,good,12000,12000,0,PSI Data
33,male,2,own,little,rich,42,business,good,3500,3500,0,PSI Data
64,female,2,own,moderate,NA,13,radio/TV,good,12000,12000,0,PSI Data
29,male,3,free,little,little,24,car,good,16800,16800,0,PSI Data
48,male,1,own,little,moderate,24,radio/TV,good,9100,9100,0,PSI Data
37,male,1,own,NA,NA,12,education,good,3000,3000,0,PSI Data
34,male,1,own,moderate,NA,15,radio/TV,good,20000,20000,0,PSI Data
23,male,1,rent,NA,little,18,radio/TV,good,8000,8000,0,PSI Data
30,male,3,own,little,little,36,furniture/equipment,good,16200,16200,0,PSI Data
50,male,2,own,NA,NA,12,car,good,20000,20000,0,PSI Data
31,female,1,own,little,NA,12,furniture/equipment,good,11350,11350,0,PSI Data
40,male,3,own,little,little,30,car,good,3200,3200,0,PSI Data
38,male,2,own,little,NA,12,radio/TV,good,15475,15475,0,PSI Data
27,male,2,own,moderate,moderate,45,car,good,10000,10000,0,PSI Data
