LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
232153-93,2016,Computer Hardware,Tampa,United States,5,292375.7662,37,"['168933-16', '222269-14', '40398-58', '54172-81', '98889-85']",02/22/2021
232164-82,2014,Commercial Services,Larkspur,United States,2,21816.0143,41,"['160048-27', '234463-60']",02/02/2021
232165-90,2018,Software,New York,United States,25,176006.4067,76,"['184301-65', '184622-41', '222089-23', '224384-23', '225724-15', '226878-04', '227162-53', '227297-08', '228973-51', '230048-65', '230049-01', '230407-21', '230705-47', '232167-52', '234354-43', '265602-25', '279752-68', '432789-67', '436984-84', '439861-60', '459565-30', '57781-45', '57999-43', '61372-27', '91701-10']",02/22/2021
232174-09,2012,Apparel and Accessories,Los Angeles,United States,6,118914.0638,14,"['106203-61', '106476-13', '11191-87', '11216-98', '114918-94', '232180-30']",02/22/2021
232174-54,2018,Software,,Singapore,19,62866.52404,23,"['149806-90', '225724-15', '226878-04', '227162-53', '229332-25', '230049-01', '230146-66', '231606-28', '234354-43', '294484-24', '312697-36', '328581-82', '433955-62', '439312-51', '439321-42', '439321-87', '439322-14', '459565-30', '62765-74']",02/08/2021
232176-70,2018,Software,Westminster,United States,8,584621.0006,26,"['107510-32', '11119-42', '227162-53', '230407-21', '235053-73', '266255-56', '51508-72', '88920-55']",02/22/2021
232177-96,2017,Commercial Services,New York,United States,4,589497.1145,79,"['106062-40', '168603-76', '432969-49', '455177-44']",02/02/2021
232178-95,2015,Transportation,Chicago,United States,4,619182.4507,71,"['156034-18', '167544-19', '169461-64', '51327-55']",02/22/2021
232183-27,2014,Software,Kansas City,United States,2,46896.76599,27,"['56852-47', '58804-66']",02/02/2021
232187-77,2018,Software,Norfolk,United States,7,442765.4209,76,"['163642-87', '228993-40', '232212-16', '51639-94', '54172-81', '54892-09', '62241-40']",02/08/2021
232188-85,2018,Software,Palo Alto,United States,3,722347.9857,15,"['11237-50', '167913-64', '398953-09']",02/22/2021
232210-63,2017,Commercial Services,San Francisco,United States,17,139005.5291,31,"['10042-21', '10133-20', '106019-47', '106121-71', '11203-21', '11254-42', '11315-62', '114460-84', '149517-28', '169461-64', '174748-96', '182527-66', '226992-70', '233424-82', '267679-54', '375602-95', '85195-72']",02/15/2021
232213-78,2017,Software,New York,United States,1,38760.4345,11,['185959-36'],02/15/2021
232218-37,2016,Software,Charlottesville,United States,1,805976.0652,17,['113061-61'],02/02/2021
232233-04,2012,Software,Charleston,United States,3,518016.0058,38,"['107510-32', '11107-72', '62255-71']",02/08/2021
232233-40,2015,Software,Greater Manchester,United Kingdom,5,659096.108,52,"['108166-06', '169157-53', '342004-96', '50933-44', '54006-49']",02/22/2021
232244-38,2018,Software,,Japan,1,655129.664,28,['230513-41'],02/02/2021
232249-78,2016,Transportation,High Wycombe,United Kingdom,7,786726.1047,0,"['155788-57', '188023-24', '188023-42', '268620-13', '438990-94', '50963-32', '57317-41']",02/08/2021
232250-50,2018,Software,New York,United States,6,222847.7216,71,"['11135-71', '124929-82', '183656-44', '435244-96', '56091-70', '57317-41']",02/22/2021
232253-83,2016,Computer Hardware,Singapore,Singapore,5,752768.1058,49,"['118922-41', '120934-27', '121666-24', '165591-28', '52202-35']",02/22/2021
232267-33,2018,Capital Markets/Institutions,Hong Kong,Hong Kong,3,413459.4041,40,"['229069-99', '263841-13', '263906-56']",02/22/2021
232285-06,2017,Transportation,London,United Kingdom,3,395124.4635,59,"['111313-36', '162176-95', '231561-91']",02/22/2021
232292-44,2018,Other Financial Services,Seoul,South Korea,29,718157.5353,77,"['11478-07', '126970-03', '168852-52', '169540-75', '185138-74', '222089-23', '222689-08', '224006-95', '226878-31', '229958-29', '230048-65', '230146-66', '230407-21', '230424-94', '230867-38', '231432-31', '231606-28', '234449-20', '235054-00', '264190-60', '266255-56', '279804-16', '279871-48', '50981-14', '52709-59', '58988-17', '60945-31', '66015-28', '91464-76']",02/22/2021
232300-63,2017,Software,San Francisco,United States,4,971775.1726,50,"['11127-25', '120589-93', '40420-36', '53345-35']",02/15/2021
232302-61,2015,IT Services,Tampere,Finland,2,955440.2445,71,"['11145-43', '11188-81']",02/02/2021
232304-68,2017,Commercial Services,Toronto,Canada,1,774888.0295,72,"['279679-69', '63607-33']",02/22/2021
232305-22,2017,Healthcare Technology Systems,Newton,United States,3,872598.9032,52,"['182356-30', '42183-19', '56040-94']",02/02/2021
232307-02,2016,Software,Tokyo,Japan,14,303601.6143,50,"['109504-81', '121884-04', '125970-49', '162983-35', '184675-24', '224122-42', '232335-01', '232335-64', '454354-30', '54975-52', '59610-97', '60195-70', '61568-92', '95034-70']",02/22/2021
232310-98,2018,Healthcare Technology Systems,Oxford,United Kingdom,9,240091.6774,5,"['103176-91', '10381-24', '113110-12', '151052-77', '180511-66', '231170-05', '25318-72', '52827-67', '55161-46']",02/08/2021
232312-87,2016,Other Financial Services,Luxembourg,Luxembourg,8,25052.97693,77,"['10024-75', '10043-83', '10301-14', '107357-50', '11463-67', '163102-96', '57826-54', '60197-68']",02/08/2021
232326-28,1998,Commercial Services,Waltham,United States,5,48514.96994,350,"['107676-19', '11867-23', '168750-91', '52206-94', '56852-47']",02/22/2021
232327-90,2017,Commercial Services,Hanoi,Vietnam,8,556060.2677,62,"['112076-65', '164395-63', '183248-47', '184302-10', '232335-37', '265552-93', '265595-14', '55778-14']",02/02/2021
232343-29,2013,Consumer Non-Durables,Stockholm,Sweden,1,399951.7714,29,['11193-31'],02/22/2021
232349-77,2010,Consumer Non-Durables,Alameda,United States,2,81810.72521,2,"['123041-71', '267027-40']",02/15/2021
232350-94,,"Restaurants, Hotels and Leisure",Chennai,India,12,926831.2409,65,"['106104-61', '106129-27', '122367-07', '123946-57', '161708-86', '163487-44', '322677-28', '322697-62', '322705-18', '322713-10', '54220-06', '63098-65']",02/22/2021
232353-37,2018,Communications and Networking,Sunnyvale,United States,4,236575.3687,6,"['11220-13', '149677-03', '234000-46', '50981-14']",02/02/2021
232353-73,2018,Software,Palo Alto,United States,3,665177.3634,15,"['10139-41', '11333-26', '266373-55']",02/02/2021
232355-08,2018,Software,Scottsville,United States,5,513862.6738,67,"['156675-07', '157182-13', '232357-60', '235207-36', '55348-03']",02/15/2021
232361-11,2018,Software,New York,United States,3,359759.7144,11,"['11338-93', '118627-84', '232670-44']",02/02/2021
232364-26,2016,Healthcare Devices and Supplies,Seoul,South Korea,13,458880.087,64,"['119490-67', '188002-72', '235526-14', '435986-65', '435986-74', '435986-83', '50907-70', '53434-90', '53502-76', '54899-92', '57065-14', '58631-59', '89876-26']",02/02/2021
232370-65,2010,Commercial Products,Cheongju-si,South Korea,3,663475.1062,68,"['11292-58', '168645-61', '188002-72']",02/15/2021
232370-74,2003,Commercial Products,Gimhae-si,South Korea,9,485144.5282,16,"['167078-53', '188002-72', '267142-24', '340859-62', '343503-55', '41563-99', '435326-32', '57065-23', '61016-86']",02/02/2021
232379-65,2017,Media,London,United Kingdom,6,759371.4326,37,"['11133-01', '11216-98', '226255-51', '40420-36', '51022-00', '53191-81']",02/15/2021
232388-65,2016,Software,Tournai,Belgium,12,217230.1452,61,"['106811-38', '11186-29', '166399-48', '166408-03', '172407-34', '230132-71', '231561-91', '232405-39', '232406-47', '233128-27', '268457-32', '56988-28']",02/02/2021
232392-07,2016,Software,Madrid,Spain,7,502142.7514,17,"['11608-75', '227101-96', '42381-64', '54497-53', '54597-52', '56571-13', '96783-58']",02/15/2021
232393-51,2018,Commercial Services,Berlin,Germany,3,695834.3323,59,"['25380-82', '54212-05', '65636-74']",02/15/2021
232398-37,2012,Commercial Services,Rio Rancho,United States,3,405147.8233,52,"['222696-46', '226480-69', '53618-59']",02/22/2021
232407-73,2017,Software,New York,United States,7,95671.12915,12,"['108358-57', '111213-01', '163642-87', '221962-69', '228993-40', '45704-44', '55624-96']",02/02/2021
232428-07,2011,Healthcare Services,Tokyo,Japan,3,667267.3022,62,"['111727-99', '57553-48', '63241-93']",02/02/2021
232446-97,2016,Software,Tokyo,Japan,6,868593.9682,1,"['152673-49', '153389-26', '165379-60', '224332-66', '433795-42', '60957-28']",02/15/2021
232449-40,2007,Commercial Services,New York,United States,2,394789.093,19,"['10046-26', '97587-10']",02/15/2021
232449-67,2017,Software,Moorpark,United States,6,370873.9729,33,"['107676-19', '11211-13', '180313-84', '54613-90', '58578-13', '97661-89']",02/22/2021
232455-16,2017,Software,Seattle,United States,6,87958.46127,52,"['11331-10', '124275-25', '234330-13', '267067-09', '279800-83', '52325-38']",02/22/2021
232455-34,2015,Software,Chicago,United States,13,675949.8724,11,"['10018-18', '10024-75', '10043-83', '10045-81', '10091-53', '10923-58', '13240-18', '181416-97', '25313-86', '342160-84', '42787-27', '455212-90', '51324-76']",02/02/2021
232456-24,2016,Software,Stockholm,Sweden,15,387278.3948,24,"['106300-36', '122366-80', '155247-58', '155571-76', '155573-38', '158586-85', '162809-11', '164303-38', '167347-27', '223015-96', '232457-23', '232457-32', '435154-06', '436186-81', '55271-44']",02/15/2021
232482-61,2017,Software,Saint Louis,United States,13,831618.3388,2,"['103356-19', '11184-49', '11260-45', '160066-54', '163986-31', '166728-97', '169984-54', '223411-60', '436894-30', '436894-39', '53896-15', '54603-91', '56144-62']",02/22/2021
232488-19,2018,Services (Non-Financial),New York,United States,10,548012.1309,39,"['153990-01', '226347-85', '233679-07', '233680-06', '266951-80', '267279-76', '51022-00', '53452-18', '54812-17', '56307-97']",02/22/2021
232498-72,2017,Software,Boston,United States,4,476678.8773,2,"['107882-74', '11216-98', '41716-90', '56091-70']",02/02/2021
232499-44,2015,Software,Z��rich,Switzerland,8,461196.0741,53,"['120641-50', '133172-56', '168706-63', '171887-14', '314625-70', '434598-13', '53765-65', '54617-14']",02/22/2021
232501-06,2017,Software,Boston,United States,32,690241.1645,108,"['106104-61', '106250-59', '11227-60', '11228-50', '117504-82', '122063-50', '125451-19', '125500-42', '169150-78', '169498-45', '223507-63', '223813-72', '234705-97', '264439-09', '266296-60', '266296-87', '266296-96', '266297-32', '266297-77', '289619-38', '336993-22', '40420-36', '434186-65', '434326-42', '435458-35', '442578-43', '442578-79', '442579-06', '458236-09', '62138-71', '64003-96', '96577-48']",02/02/2021
232501-78,2016,Software,Mountain View,United States,9,907675.8641,30,"['10169-29', '107782-30', '109821-25', '11228-50', '11293-66', '11333-26', '227987-11', '42202-18', '55970-02']",02/02/2021
232518-16,2011,Commercial Services,Taipei,Taiwan,8,949592.844,17,"['11212-66', '11265-94', '168507-19', '232514-74', '232531-93', '58988-17', '60445-72', '89681-59']",02/02/2021
232525-54,2013,Commercial Services,San Francisco,United States,48,891176.5808,56,"['105847-12', '105910-30', '105945-22', '106008-13', '106036-75', '106062-40', '106128-19', '106208-02', '106210-45', '106231-06', '106250-32', '106502-68', '107516-53', '107540-47', '112164-31', '11237-95', '11292-58', '115122-79', '122038-84', '123481-27', '125524-18', '154361-62', '163932-22', '166400-92', '166690-90', '169275-79', '169540-75', '222253-66', '223784-11', '226454-50', '226912-78', '230782-24', '233689-60', '234449-20', '265367-89', '343195-66', '433329-76', '435951-01', '435951-28', '435951-64', '435952-09', '435952-54', '435952-72', '435952-99', '54252-01', '60622-12', '60945-31', '90253-27']",02/22/2021
232534-18,2016,Software,London,United Kingdom,7,616358.6844,44,"['105830-38', '120702-34', '125840-89', '163088-65', '234989-38', '432704-26', '53974-99']",02/15/2021
232535-62,2013,Commercial Products,Planegg,Germany,7,683554.4875,43,"['155579-23', '221945-41', '223899-04', '53967-52', '54440-65', '59041-09', '84656-17']",02/15/2021
232540-39,2017,Other Financial Services,New York,United States,2,270743.1423,19,"['108160-03', '226251-01']",02/15/2021
232571-35,2016,Transportation,Sao Paulo,Brazil,5,179091.4527,19,"['163332-01', '225945-82', '42357-52', '51311-53', '82766-89']",02/02/2021
232594-75,2008,Computer Hardware,L��vis,Canada,1,817318.5704,10,['10052-20'],02/08/2021
232597-72,2013,Commercial Services,Denver,United States,2,938293.6994,70,"['168337-54', '60771-97']",02/02/2021
232610-68,2018,Healthcare Technology Systems,Nashville,United States,3,81018.41422,28,"['234203-14', '234203-23', '52211-62']",02/02/2021
232612-12,2017,Software,San Jose,United States,2,726899.0496,6,"['154449-64', '277662-43']",02/22/2021
232616-08,2017,Software,Guilford,United States,8,853363.3469,53,"['135948-07', '168037-57', '226450-99', '433560-52', '433583-92', '433584-10', '433584-19', '433584-28']",02/22/2021
232624-09,2016,Insurance,Kwun Tong,Hong Kong,3,638704.9578,41,"['180366-22', '267353-83', '83348-29']",02/02/2021
232632-46,2015,"Restaurants, Hotels and Leisure",Medell��n,Colombia,13,298735.7208,73,"['105749-83', '112542-85', '114057-19', '11847-43', '124408-36', '222126-94', '230765-95', '264347-47', '40692-61', '432597-79', '436568-23', '51006-88', '52902-10']",02/15/2021
232634-71,2017,Healthcare Devices and Supplies,Pasadena,United States,5,269623.8597,77,"['181982-26', '268276-60', '459373-33', '51038-20', '55028-08']",02/22/2021
232636-60,2016,Healthcare Devices and Supplies,Singapore,Singapore,6,776254.7475,68,"['106299-91', '180190-54', '226732-42', '343066-33', '51741-19', '54685-90']",02/22/2021
232641-73,2017,Agriculture,Tel Aviv,Israel,12,975961.8934,62,"['10759-78', '109497-34', '11135-71', '163857-07', '167258-62', '222126-94', '228244-24', '41925-43', '434541-88', '442939-60', '453471-94', '62204-68']",02/22/2021
232641-91,2010,Commercial Services,Seoul,South Korea,6,208370.7337,43,"['122326-93', '180551-80', '53279-74', '53790-31', '61016-32', '62953-66']",02/15/2021
232643-44,2017,Software,Cambridge,United Kingdom,5,552142.1102,10,"['170053-39', '55161-46', '60152-86', '60157-81', '65898-19']",02/02/2021
232660-09,2017,Software,Foster City,United States,13,363082.4793,69,"['169955-92', '181632-43', '225724-15', '226212-58', '226878-04', '228792-43', '228973-51', '230049-01', '232668-10', '234354-43', '60945-31', '61372-27', '63489-61']",02/02/2021
232665-22,2015,Software,San Francisco,United States,8,433868.7165,16,"['108086-05', '157346-56', '163602-01', '168055-12', '224006-95', '232673-86', '303480-82', '51006-88']",02/22/2021
232665-85,2017,Software,San Francisco,United States,11,294521.2053,3,"['106019-47', '169461-64', '232535-17', '235306-45', '266394-07', '41716-90', '42715-00', '54252-01', '55876-42', '57379-15', '62138-71']",02/02/2021
232676-38,2017,Software,Toronto,Canada,4,771825.9489,75,"['181056-43', '340805-17', '56878-57', '59775-58']",02/15/2021
232698-52,2018,Commercial Services,New York,United States,7,782620.556,47,"['229832-74', '232303-96', '439157-89', '51533-83', '53539-93', '54613-90', '63633-25']",02/02/2021
232702-39,2016,Commercial Services,London,United Kingdom,12,658479.597,48,"['10123-03', '107782-30', '107882-74', '111853-63', '11216-98', '11333-26', '152112-34', '187442-38', '314633-80', '343463-50', '437762-44', '49063-60']",02/22/2021
232702-93,2017,Consumer Durables,San Francisco,United States,9,971606.7348,9,"['120913-21', '155625-76', '156541-24', '162976-87', '166213-18', '231658-30', '327461-32', '435435-76', '57625-84']",02/02/2021
232715-80,2017,Media,San Francisco,United States,8,413888.9576,8,"['168852-52', '183284-47', '222089-23', '228973-51', '231937-30', '232822-00', '234449-20', '56560-42']",02/22/2021
232718-77,2018,Consumer Non-Durables,Bay Harbor Islands,United States,6,102990.5219,22,"['100191-07', '161534-89', '168233-23', '50980-69', '63689-14', '98454-52']",02/02/2021
232718-86,2018,Healthcare Technology Systems,South San Francisco,United States,10,12092.95017,59,"['105535-18', '111386-08', '11227-60', '228238-84', '41716-90', '438218-47', '51748-75', '54701-56', '55285-66', '55778-14']",02/02/2021
232731-73,2015,Healthcare Technology Systems,Taipei City,Taiwan,4,251411.0177,75,"['11279-17', '180366-22', '40834-00', '459729-37']",02/08/2021
232800-58,2017,Other Financial Services,Mumbai,India,3,823904.4676,22,"['11237-95', '54582-85', '58222-18']",02/15/2021
232806-43,2017,Software,San Diego,United States,4,75960.42574,61,"['168233-23', '186174-37', '60311-80', '62181-28']",02/22/2021
232810-84,2017,Software,Wellesley,United States,3,601761.0023,9,"['51001-03', '54898-93', '55891-00']",02/02/2021
232819-84,2018,Software,Los Angeles,United States,4,471903.4074,11,"['232535-17', '41716-90', '434316-25', '53301-16']",02/02/2021
232830-28,2017,Healthcare Devices and Supplies,Boston,United States,13,929488.0056,15,"['166810-33', '168850-63', '169957-36', '231972-49', '294500-35', '40420-36', '42202-18', '437720-05', '54360-28', '56092-96', '60082-66', '63751-69', '97202-35']",02/22/2021
232885-45,2018,Software,Bangalore,India,3,372503.7779,7,"['267053-86', '343085-41', '54582-85']",02/02/2021
232948-45,2015,Commercial Services,Chicago,United States,17,450664.4343,36,"['10213-39', '106139-98', '107882-74', '115187-23', '149352-13', '186427-90', '265858-93', '277457-77', '43058-08', '436838-05', '458028-01', '458408-26', '460186-03', '50933-44', '51487-66', '61024-87', '81987-58']",02/22/2021
232950-16,2017,Services (Non-Financial),Saint Louis,United States,8,848572.7098,3,"['233195-14', '233195-50', '233195-68', '267554-17', '277839-82', '53896-15', '54601-30', '54603-91']",02/02/2021
232950-52,2017,Consumer Non-Durables,London,United Kingdom,3,692594.3221,47,"['11323-27', '268354-81', '268406-47']",02/15/2021
232964-29,2017,Software,Dallas,United States,3,724699.9649,54,"['185956-21', '53324-02', '60353-92']",02/02/2021
232976-62,2018,Software,Seattle,United States,5,462810.6581,38,"['11330-83', '161595-82', '169984-54', '277405-03', '50987-80']",02/22/2021
232983-19,2017,Other Financial Services,Bellevue,United States,8,19210.81482,42,"['106298-11', '152499-61', '230037-67', '232524-55', '267746-14', '277602-94', '458180-20', '458180-38']",02/02/2021
232996-87,,Other Financial Services,London,United Kingdom,6,604110.0468,78,"['10045-36', '10066-15', '233004-07', '265033-09', '63721-36', '65704-69']",02/15/2021
233012-08,2017,Software,Dublin,Ireland,16,1344.778666,51,"['10024-93', '10026-91', '10163-71', '10355-14', '10998-10', '11807-29', '122432-95', '12644-83', '232992-10', '41091-40', '50893-12', '51189-67', '55486-72', '55757-89', '61861-06', '64479-88']",02/22/2021
233018-02,2016,Commercial Services,New York,United States,1,410274.108,45,['149720-23'],02/08/2021
233037-10,2017,Software,Menlo Park,United States,5,674852.4106,46,"['11237-68', '11333-26', '150238-45', '227419-12', '50906-26']",02/15/2021
233043-13,2017,Services (Non-Financial),New York,United States,4,296982.9828,44,"['225318-25', '343199-35', '51468-67', '99508-96']",02/22/2021
233048-80,2017,Software,Singapore,Singapore,25,263367.6632,30,"['109398-16', '153042-22', '167919-58', '169970-05', '227162-53', '228596-50', '228830-41', '230069-44', '230146-66', '231024-70', '231322-24', '232193-08', '232986-70', '234354-43', '264442-06', '264443-05', '264444-22', '264444-85', '277649-11', '439535-17', '439535-44', '439535-53', '53830-54', '60082-66', '61372-27']",02/02/2021
233048-98,2014,Healthcare Devices and Supplies,Burlingame,United States,4,780076.0213,25,"['11225-08', '169913-17', '50974-39', '97654-24']",02/22/2021
233050-51,2016,Software,Tokyo,Japan,11,347756.4601,22,"['153309-25', '166400-92', '183745-81', '227478-07', '231769-81', '233483-23', '53279-92', '54173-98', '59047-30', '63706-15', '93423-70']",02/22/2021
233055-64,2017,Services (Non-Financial),Madrid,Spain,8,103199.5572,38,"['105977-71', '160204-78', '166765-24', '268131-43', '54660-43', '56571-13', '58373-47', '89675-92']",02/02/2021
233056-27,2018,Healthcare Technology Systems,Lewisville,United States,3,788646.3207,47,"['101389-42', '233793-19', '48543-22']",02/02/2021
233076-34,2006,Services (Non-Financial),Pasadena,United States,7,575330.3441,2,"['100582-75', '108358-57', '11216-26', '11335-42', '227386-36', '54520-03', '56637-91']",02/09/2021
233081-92,2018,Software,San Francisco,United States,6,924109.6395,58,"['10075-78', '104549-23', '182527-66', '267073-84', '375602-95', '64452-61']",02/15/2021
233089-93,2016,Healthcare Services,Pacaembu,Brazil,2,969796.789,0,"['13433-95', '42132-25']",02/02/2021
233094-16,2015,Software,Austin,United States,3,416433.6524,50,"['169641-82', '268801-84', '51048-46']",02/22/2021
233095-51,2016,Insurance,Stockholm,Sweden,10,515146.1612,9,"['100624-51', '101329-57', '111563-74', '120416-23', '155571-76', '155573-38', '156986-65', '52320-25', '57987-37', '59956-12']",02/15/2021
233105-95,2012,Software,Stockholm,Sweden,6,231038.5353,55,"['167205-79', '233109-46', '233109-82', '433639-63', '459573-76', '54365-95']",02/02/2021
233113-15,2016,Software,London,United Kingdom,1,792851.3009,26,['156680-38'],02/02/2021
233114-41,2016,Software,Seattle,United States,7,330096.1706,54,"['10134-73', '11330-83', '133171-48', '327363-13', '43003-54', '50987-80', '56451-79']",02/02/2021
233114-59,2018,Software,San Francisco,United States,5,637435.2905,23,"['11216-98', '11237-50', '11282-32', '233424-82', '52874-92']",02/09/2021
233120-17,2013,Software,Chicago,United States,5,215132.9201,5,"['10331-11', '107882-74', '224127-91', '52196-50', '57998-80']",02/22/2021
233122-06,2018,Software,Leuven,Belgium,6,877155.1644,46,"['222836-14', '226584-91', '227625-85', '399209-59', '442981-63', '55787-59']",02/02/2021
233125-57,2016,Commercial Services,Santa Clara,United States,4,909040.1362,69,"['155625-76', '158670-19', '165979-27', '54172-81']",02/02/2021
233133-22,2015,Commercial Services,Ironton,United States,3,664773.4218,57,"['150084-46', '55061-65', '99359-11']",02/15/2021
233133-85,2018,Software,Seattle,United States,18,311709.4779,53,"['101192-32', '179770-87', '184557-16', '226401-58', '227386-36', '227486-35', '290045-71', '290048-86', '290052-01', '340831-45', '455212-81', '50933-44', '51097-60', '51566-05', '53503-93', '55322-65', '56144-62', '65439-01']",02/02/2021
233138-35,2013,Consumer Durables,Tokyo,Japan,7,893894.4763,78,"['11560-96', '168655-96', '223043-77', '233256-16', '53954-29', '54173-98', '95034-70']",02/15/2021
233139-07,2011,Semiconductors,Osaka,Japan,5,720414.7043,63,"['11435-05', '223954-30', '231680-98', '54173-98', '64503-19']",02/02/2021
233140-33,2015,Consumer Durables,Tokyo,Japan,1,567345.5833,55,['54173-98'],02/22/2021
233140-51,2006,Computer Hardware,Tokyo,Japan,12,143190.0966,65,"['10350-64', '11195-02', '159661-99', '163063-00', '169359-85', '41518-00', '433326-07', '54172-81', '54173-98', '60195-52', '93423-70', '95034-70']",02/02/2021
233151-40,2014,Commercial Services,Tokyo,Japan,14,122535.2532,59,"['11247-67', '121698-01', '121840-30', '185022-19', '233260-57', '233260-66', '235082-62', '343503-64', '437946-67', '51253-84', '51469-48', '52336-18', '52589-98', '93423-70']",02/22/2021
233161-21,2017,Commercial Services,New York,United States,14,185084.2204,56,"['119012-95', '120663-01', '121141-54', '168059-08', '171037-36', '222649-12', '233162-11', '266924-08', '327501-28', '54172-81', '55261-00', '59046-31', '64888-84', '88255-63']",02/02/2021
233192-26,2017,Software,Palo Alto,United States,10,953660.477,37,"['107540-47', '11295-73', '11307-34', '166690-90', '232304-05', '232990-39', '235208-44', '277782-31', '277782-58', '277782-85']",02/02/2021
233200-72,2018,Software,Austin,United States,13,658133.8361,55,"['108180-46', '156034-18', '167430-79', '169007-68', '181972-27', '234356-05', '234644-86', '266261-59', '266261-68', '416638-99', '435081-61', '51048-28', '58922-38']",02/22/2021
233221-15,2017,Retail,Bend,United States,10,483116.5179,51,"['106646-50', '111627-46', '180342-01', '184921-84', '222564-34', '234080-11', '268338-88', '277665-31', '51625-90', '58167-28']",02/02/2021
233225-56,2018,Commercial Services,San Francisco,United States,5,573070.9899,74,"['160584-76', '42715-00', '42715-09', '55523-80', '83135-44']",02/15/2021
233226-64,2018,Software,Montreal,Canada,5,647317.3493,75,"['10618-12', '108358-57', '13240-18', '170251-75', '54726-76']",02/02/2021
233227-45,2013,Services (Non-Financial),Auckland,New Zealand,15,395292.1059,16,"['106602-04', '118665-37', '122500-63', '186077-53', '233254-00', '327555-28', '42873-94', '459534-70', '459534-79', '459535-06', '51176-89', '52597-09', '53696-62', '55695-52', '60240-34']",02/02/2021
233228-53,2017,Agriculture,Davis,United States,5,866567.3013,51,"['125469-46', '167023-63', '265469-50', '41925-43', '89700-40']",02/22/2021
233232-67,2017,Other Financial Services,Manchester,United Kingdom,3,627005.9125,25,"['101623-51', '158583-97', '436253-77']",02/09/2021
233236-36,2015,Healthcare Services,Campbell,United States,8,211599.4838,59,"['10046-80', '11114-65', '125787-97', '264640-33', '459912-07', '54439-84', '57226-51', '60216-58']",02/15/2021
233238-43,2018,Software,Palo Alto,United States,6,525077.3242,34,"['226486-54', '416593-72', '416594-08', '416594-26', '53967-52', '56768-23']",02/22/2021
233243-83,2018,Software,Milpitas,United States,8,724535.409,6,"['178315-57', '431710-84', '431711-83', '431712-19', '432566-74', '52211-35', '56199-52', '56718-46']",02/22/2021
233250-04,2017,Software,Gibraltar,Gibraltar,16,694564.2915,5,"['10015-03', '138422-08', '167946-85', '230047-57', '230149-27', '234156-61', '236840-68', '264444-85', '264578-41', '435764-89', '454726-90', '51594-22', '54998-83', '56752-12', '57916-36', '97081-93']",02/02/2021
233265-07,2016,Healthcare Services,Berlin,Germany,7,140039.5287,76,"['111093-58', '154387-00', '185246-29', '228116-26', '431300-62', '53284-51', '54150-49']",02/22/2021
233267-86,2017,Software,Cumming,United States,1,496781.4313,31,['53307-37'],02/22/2021
233268-67,2018,Software,Zug,Switzerland,3,306625.8243,53,"['265014-28', '56752-12', '57017-26']",02/22/2021
233278-21,2016,Software,Haifa,Israel,10,472314.1891,33,"['10961-02', '171636-49', '179180-65', '226790-47', '303072-85', '40428-55', '53334-46', '54252-55', '56359-18', '97658-47']",02/22/2021
233288-74,2015,Consumer Non-Durables,Austin,United States,2,509963.8624,16,"['160610-32', '233277-31']",02/15/2021
233302-33,2014,Software,New Brunswick,United States,1,281975.6861,63,['10025-47'],02/02/2021
233306-02,2016,Commercial Services,New York,United States,6,114568.0168,26,"['111404-17', '168345-91', '222643-72', '342941-14', '436717-81', '436717-99']",02/02/2021
233310-25,2016,"Restaurants, Hotels and Leisure",Santa Monica,United States,9,46640.10994,70,"['10133-20', '10322-83', '111498-49', '183839-23', '188058-88', '51136-75', '54305-83', '58167-28', '98811-91']",02/22/2021
233310-43,2016,Software,Ho Chi Minh City,Vietnam,6,840640.0452,49,"['112205-08', '119800-18', '232335-37', '287943-31', '287946-73', '53279-74']",02/02/2021
233311-60,2011,Commercial Services,Steinbach,Canada,3,977223.8962,46,"['125557-30', '52815-61', '99469-18']",02/22/2021
233317-18,2015,Software,Copenhagen,Denmark,3,344882.5029,74,"['11124-64', '11165-23', '268585-57']",02/15/2021
233320-60,2018,Commercial Banks,Zug,Switzerland,3,518885.9613,32,"['10509-85', '183882-70', '40674-70']",02/02/2021
233333-11,2011,Software,Herzliya,Israel,2,279459.2057,56,"['438086-35', '91434-07']",02/22/2021
233366-50,2015,Consumer Non-Durables,Erkrath,Germany,5,771297.2939,41,"['226984-24', '233370-46', '233370-73', '399042-91', '56773-18']",02/02/2021
233380-81,2016,Software,Dublin,Ireland,2,213751.7544,75,"['11105-29', '61261-84']",02/02/2021
233380-90,2016,Transportation,Stockholm,Sweden,3,494516.266,46,"['11124-64', '11157-76', '170279-20']",02/02/2021
233381-17,2018,Software,Atlanta,United States,24,793165.5829,8,"['100927-99', '10150-21', '110785-69', '113249-71', '11746-54', '122870-80', '12409-84', '134319-97', '160474-78', '182465-29', '185138-74', '223455-97', '224548-84', '228746-08', '232822-00', '264399-04', '267445-72', '438489-01', '438842-98', '453478-69', '52211-35', '52827-67', '60945-31', '92242-81']",02/22/2021
233395-03,2017,Software,Vienna,Austria,6,85375.11341,24,"['11159-74', '170865-73', '178725-61', '181043-74', '54172-81', '54597-52']",02/02/2021
